"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2019 American Community Survey.",,,,,,,,,,,,,,
Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,California County,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6059075605,8.56,9.75,5-10%,Orange ,6113,12.11,73.68,14.22,10.89,63.83,2.01,0.47,16.49,6.3
6059075606,4.75,2.63,1-5% (lowest scores),Orange ,5911,6.43,69.65,23.92,13.42,66.62,0,0,18.52,1.44
6059075607,6.48,5.71,5-10%,Orange ,6381,10.16,77.34,12.51,13.52,47.06,0.14,0,36.23,3.04
6059075701,17.88,32.44,30-35%,Orange ,7155,13,74.63,12.37,46.14,40.35,0.96,1.37,8.36,2.82
6059075702,7.47,7.58,5-10%,Orange ,3809,10.03,70.62,19.35,17.04,68.08,0,0.32,11.82,2.76
6059075703,8.36,9.30,5-10%,Orange ,4508,12.47,68.72,18.81,19.3,63.84,0.84,0.38,10.94,4.7
6059075805,25.90,50.79,50-55%,Orange ,4147,13.82,76.18,10.01,46.66,49.48,0.36,0.27,2.31,0.92
6059075806,25.72,50.38,50-55%,Orange ,6273,13.76,70.54,15.7,45.11,48.14,1.1,0,4.82,0.83
6059075807,20.49,38.77,35-40%,Orange ,4163,10.28,78.84,10.88,43.55,50.85,0.24,0.36,4.59,0.41
6059075808,7.14,7.03,5-10%,Orange ,3300,12.3,66.52,21.18,20,71.85,0,0.24,5.39,2.52
6059075809,6.08,4.85,1-5% (lowest scores),Orange ,2822,6.34,65.02,28.63,12.65,70.45,0.39,0,13.86,2.66
6059075810,5.99,4.60,1-5% (lowest scores),Orange ,3028,7.03,63.64,29.33,13.01,64.53,0.53,0,19.68,2.25
6059075811,32.32,63.00,60-65%,Orange ,3344,15.55,75.93,8.52,55.35,31.16,0.15,0,11.66,1.67
6059075812,25.32,49.50,45-50%,Orange ,6477,16.49,71.81,11.7,49.08,42.33,0.22,0,6.72,1.65
6059075813,15.18,25.96,25-30%,Orange ,5060,7.79,75,17.21,23.74,53.62,1.84,0,16.19,4.62
6059075814,9.49,11.69,10-15%,Orange ,2915,10.05,73.1,16.84,15.78,47.07,1.72,0,30.7,4.73
6059075815,18.95,34.98,30-35%,Orange ,5545,13.2,74.7,12.1,42.74,44.96,6.2,0,4.43,1.66
6059075816,27.51,53.96,50-55%,Orange ,3630,14.77,74.93,10.3,43.97,38.24,3.86,0.39,10.91,2.64
6059075901,22.22,42.59,40-45%,Orange ,4011,9.05,81.48,9.47,37.52,51.78,0.42,0,7.51,2.77
6059075902,23.32,45.21,45-50%,Orange ,7308,10.21,78.78,11.02,43.27,47.41,1.83,0.25,6.16,1.08
6059076000,36.57,69.98,65-70%,Orange ,9150,11.67,76.95,11.38,54,30.46,2.17,0,12.71,0.66
6059076101,31.52,61.54,60-65%,Orange ,9594,11.61,80.41,7.97,37.94,38.11,3.94,0,15.51,4.5
6059076102,33.35,64.66,60-65%,Orange ,8492,6.79,84.21,9,50.66,26.11,5.91,0.38,15.16,1.79
6059076103,30.22,59.14,55-60%,Orange ,9563,13.46,76.33,10.22,63.47,12.69,1.53,0,22.14,0.17
6059076201,19.87,37.19,35-40%,Orange ,7619,15.61,74.03,10.37,29.31,44.39,1.19,0,23.97,1.14
6059076202,25.62,50.18,50-55%,Orange ,6159,15.64,72.56,11.8,46,42.62,2.31,0.5,6.95,1.62
6059076204,40.73,76.24,75-80%,Orange ,4639,18.69,76.61,4.7,79.8,9.48,0.8,2.22,6.4,1.29
6059076205,22.84,44.02,40-45%,Orange ,7424,7.18,85.78,7.04,38.2,45.08,0.94,1.01,10.43,4.34
6059076206,18.94,34.96,30-35%,Orange ,4692,11.51,72.66,15.84,37.62,54.07,0.19,0,5.97,2.15
6059076208,31.74,61.94,60-65%,Orange ,5412,8.04,77.24,14.73,34.81,49.7,1.24,0,12.22,2.03
6059086301,42.36,78.53,75-80%,Orange ,7075,13.44,76.04,10.52,71.36,15.66,1.81,0,10.75,0.41
6059086303,27.14,53.32,50-55%,Orange ,7535,8.03,80.86,11.11,26.29,31.11,1.67,0,38.55,2.38
6059086304,37.80,71.76,70-75%,Orange ,4864,15.28,75.7,9.03,53.7,29.75,1.99,0,12.79,1.77
6059086305,32.88,63.80,60-65%,Orange ,4266,8.35,74.26,17.39,45.17,32.54,1.03,0,21.1,0.16
6059086306,39.09,73.61,70-75%,Orange ,4773,23.86,63.96,12.17,58.87,20.47,1.45,0.61,13.68,4.92
6059086402,42.85,79.25,75-80%,Orange ,6071,16.74,73.86,9.41,71.45,16.06,0.35,0.16,10.79,1.19
6059086404,49.94,87.80,85-90%,Orange ,6350,13.48,78.13,8.39,82.06,8.98,0.16,0,8.02,0.79
6059086405,37.05,70.69,70-75%,Orange ,7658,14.18,77.85,7.97,76.42,11.9,1.33,0,9.75,0.6
6059086406,45.77,82.98,80-85%,Orange ,4189,16.14,76.27,7.59,62.19,19.38,3.63,0,11.48,3.32
6059086407,49.72,87.57,85-90%,Orange ,6379,13.67,77.77,8.56,66.41,19.47,0.41,0.3,11.94,1.47
6059086501,48.77,86.46,85-90%,Orange ,4254,15.26,76.92,7.83,79.55,17.58,0.49,0,1.55,0.82
6059086502,61.40,96.36,95-100% (highest scores),Orange ,6318,18.88,77.24,3.88,94.38,4.34,0.19,0,0.7,0.4
6059086601,51.65,89.61,85-90%,Orange ,9185,15.59,78.18,6.23,81.68,7.21,3.21,0,7.11,0.79
6059086602,40.10,75.10,75-80%,Orange ,6447,15.25,76.66,8.1,66.91,17.43,2.11,0,11.28,2.26
6059086701,43.85,80.61,80-85%,Orange ,9054,11.77,73.12,15.11,52.31,17.96,0.61,0,28.22,0.91
6059086702,62.78,97.00,95-100% (highest scores),Orange ,8069,16.05,79.46,4.49,70.55,13,3.06,1.55,9.74,2.09
6059086801,31.32,61.21,60-65%,Orange ,3878,15.16,70.01,14.83,42.11,26.74,3.51,0,24.66,2.99
6059086802,53.91,91.57,90-95%,Orange ,5874,12.96,75.03,12.02,57.59,17.89,2.93,0,20.69,0.9
6059086803,42.17,78.27,75-80%,Orange ,8751,9.78,74.32,15.9,41.52,26.39,3.47,0,27.18,1.45
6059086901,39.60,74.28,70-75%,Orange ,8270,11.34,72.81,15.85,51.45,17.78,2.91,0,25.4,2.45
6059086902,28.53,55.93,55-60%,Orange ,5624,7.08,67.05,25.87,30.67,33.13,3.88,0,30.76,1.56
6059086903,34.82,67.28,65-70%,Orange ,7128,16.39,75.04,8.57,56.21,17.69,8.32,0,17.04,0.73
6059087001,30.81,60.31,60-65%,Orange ,5272,11.82,77.12,11.06,51.27,14.62,10.19,0,20.56,3.36
6059087002,32.36,63.11,60-65%,Orange ,7887,11.03,77.63,11.34,47.04,22.84,4.59,0.38,23.4,1.76
6059087101,28.96,56.85,55-60%,Orange ,4741,12.53,76.76,10.72,41.76,25.29,4.98,0,26.62,1.35
6059087102,49.82,87.64,85-90%,Orange ,7084,18.07,77.85,4.08,66.36,12.11,6.75,2.08,10.88,1.82
6059087103,35.08,67.70,65-70%,Orange ,8986,10.75,78.96,10.29,43.45,23.88,2.19,0.11,29.62,0.76
6059087105,43.91,80.70,80-85%,Orange ,4614,12.07,72.15,15.78,50.13,23.8,0.52,0,23.45,2.1
6059087106,41.01,76.66,75-80%,Orange ,4819,13.9,64.72,21.37,66.78,18.49,2.32,0,11.85,0.56
6059087200,40.50,75.87,75-80%,Orange ,7725,12.22,76.31,11.47,61.15,24.71,3.26,0,9.97,0.91
6059087300,48.25,85.82,85-90%,Orange ,10714,14,79.77,6.23,71.92,14.8,0.92,0,11.14,1.2
6059087401,45.95,83.18,80-85%,Orange ,4946,15.63,76.93,7.44,46.4,21.25,1.56,0.02,27.74,3.03
6059087403,56.78,93.77,90-95%,Orange ,3701,15.35,79.82,4.84,87.33,7.38,0.19,0,4.52,0.59
6059087404,47.80,85.25,85-90%,Orange ,3891,16.37,77.82,5.81,90.39,5.83,0.8,0,2.98,0
6059087405,63.76,97.39,95-100% (highest scores),Orange ,5627,17.72,76.84,5.44,85.8,9.01,0.85,0,4.34,0
6059087503,36.09,69.33,65-70%,Orange ,6011,13.71,73.2,13.09,63.78,20.4,1.18,0,12.64,2
6059087504,48.83,86.56,85-90%,Orange ,7286,16.94,74.91,8.15,85.23,3.88,0.54,0.54,9.4,0.41
6059087505,36.66,70.07,70-75%,Orange ,4913,13.21,77.75,9.04,66.58,14.98,2.36,0,12.15,3.93
6059087601,34.68,67.06,65-70%,Orange ,5348,15.41,72.51,12.08,55.2,22.87,0.99,0,19.04,1.91
6059087602,33.40,64.79,60-65%,Orange ,8007,13.68,72.97,13.35,58.95,16.59,5.08,0,18.06,1.32
6059087701,27.84,54.58,50-55%,Orange ,5901,9.41,73.92,16.68,39.98,26,2.71,0,28.37,2.95
6059087703,33.94,65.72,65-70%,Orange ,6222,10.56,79.48,9.96,51.46,18.84,0.88,0.19,27.6,1.03
6059087704,24.68,48.12,45-50%,Orange ,5411,11.62,77.14,11.24,37.55,25.49,1.52,0.41,30.72,4.32
6059087801,37.61,71.48,70-75%,Orange ,5195,12.57,75.57,11.86,48.87,21.46,2.69,0,25.24,1.73
6059087802,37.25,70.90,70-75%,Orange ,7163,11.52,74.13,14.35,45.96,20.03,0.7,0,31.66,1.65
6059087803,54.29,91.89,90-95%,Orange ,5902,18.94,72.33,8.73,58.25,7.91,0.95,0,30.85,2.03
6059087805,38.09,72.29,70-75%,Orange ,7494,15.41,77.72,6.87,55.22,17.49,5.04,0,21.13,1.12
6059087806,39.68,74.45,70-75%,Orange ,6654,16.95,71.12,11.93,65.51,14.02,1.64,0,14.29,4.54
6059087901,50.18,88.05,85-90%,Orange ,4030,9.73,74.67,15.61,32.7,17.34,0.74,0,47.42,1.79
6059087902,40.23,75.35,75-80%,Orange ,5408,16.12,69.06,14.81,49.39,7.1,0.83,3.29,38.65,0.74
6059088001,31.81,62.07,60-65%,Orange ,4527,8.7,76.94,14.36,22.66,20.28,0.62,0,52.16,4.29
6059088002,24.25,47.26,45-50%,Orange ,4157,6.86,76.35,16.79,26.65,22.06,0,0,50.78,0.51
6059088101,50.66,88.54,85-90%,Orange ,2285,10.94,77.07,11.99,38.51,30.59,7.22,0,18.38,5.3
6059088104,31.86,62.13,60-65%,Orange ,4743,13.64,68.92,17.44,42.91,23.45,1.14,2.38,28.59,1.54
6059088105,24.69,48.15,45-50%,Orange ,4793,10.62,73.52,15.86,34.36,17.48,1,0,44.96,2.19
6059088106,32.22,62.78,60-65%,Orange ,5008,9.7,76.9,13.4,36.34,18.89,0.5,0,43.01,1.26
6059088107,25.29,49.43,45-50%,Orange ,5977,7.43,75.89,16.68,21.13,14.3,0.05,0.1,63.21,1.2
6059088201,27.07,53.21,50-55%,Orange ,4082,14.4,75.31,10.29,43.85,22.91,1,0,32.07,0.17
6059088202,20.44,38.51,35-40%,Orange ,3286,7.94,74.71,17.35,26.6,33.29,2.98,0,35.42,1.7
6059088203,26.55,52.09,50-55%,Orange ,5530,13.91,73,13.09,31.23,17.78,0,3.47,45.46,2.06
6059088301,32.16,62.71,60-65%,Orange ,6566,9.72,74.05,16.24,44.64,20.36,0.11,0,34.44,0.46
6059088302,24.58,47.91,45-50%,Orange ,6040,10.1,75.22,14.69,25.94,29.29,0.96,0.26,42.77,0.78
6059088401,29.76,58.21,55-60%,Orange ,5393,6.81,74.93,18.26,42.41,20.73,1.04,0.24,33.56,2.02
6059088402,39.80,74.67,70-75%,Orange ,4700,13.49,73.85,12.66,47.02,18.83,0.21,0,32.38,1.55
6059088403,30.49,59.63,55-60%,Orange ,6923,11.83,80.3,7.87,51.81,15.9,1.03,0,29.9,1.36
6059088501,36.00,69.14,65-70%,Orange ,6883,15.95,73.28,10.77,52.27,13.45,0.41,0.1,31.62,2.15
6059088502,32.37,63.12,60-65%,Orange ,5598,14.65,68.4,16.95,61.15,9.99,0,0,27.67,1.2
6059088601,37.79,71.73,70-75%,Orange ,6742,6.24,78.63,15.13,31.12,20.47,0.22,0,45.55,2.64
6059088602,39.81,74.70,70-75%,Orange ,4488,12.63,74.51,12.86,36.92,20.14,0.94,0.89,39.75,1.36
6059088701,24.95,48.63,45-50%,Orange ,5935,12.82,74.42,12.75,33.36,11.2,1.16,0,52.49,1.79
6059088702,32.40,63.19,60-65%,Orange ,6243,11.52,77.09,11.39,33.67,9.48,0.98,0.29,53.8,1.78
6059088801,38.59,73.02,70-75%,Orange ,7689,9.75,76.26,13.98,21.16,15.61,4.68,0.47,55.89,2.2
6059088802,40.92,76.50,75-80%,Orange ,4984,7.1,77.27,15.63,28.67,13.76,0.04,0,55.28,2.25
6059088901,28.80,56.57,55-60%,Orange ,7018,8.06,73.74,18.2,10.44,12.5,1.48,0.36,72.84,2.38
6059088902,41.59,77.45,75-80%,Orange ,5019,10.3,74.92,14.78,32.06,4.02,0.2,1.49,61.67,0.56
6059088903,38.00,72.16,70-75%,Orange ,8826,10.13,76.27,13.6,27.99,8.77,0,0,61.6,1.64
6059088904,26.80,52.62,50-55%,Orange ,5684,9.17,73.77,17.07,6.93,13.14,0,0,79.19,0.74
6059088905,30.27,59.24,55-60%,Orange ,4657,8.4,65.66,25.94,7.04,8.85,3.31,0,80.05,0.75
6059089001,43.33,79.95,75-80%,Orange ,7077,11.16,75.81,13.03,37.15,3.15,0,0,59.21,0.49
6059089003,51.62,89.55,85-90%,Orange ,3856,15.46,78.5,6.04,58.09,3.16,0.41,0.52,37.27,0.54
6059089004,45.16,82.20,80-85%,Orange ,6883,12.96,72.67,14.37,50.3,6.51,0,0,42.1,1.09
6059089102,36.04,69.20,65-70%,Orange ,6686,8.76,76.86,14.37,51.06,15.57,1.27,0.15,31.21,0.73
6059089104,36.03,69.19,65-70%,Orange ,6434,19.86,73.3,6.84,80.6,2.55,0.59,0.23,15.9,0.12
6059089105,43.86,80.62,80-85%,Orange ,6889,15.47,77.6,6.92,90.38,1.47,0,0,8.16,0
6059089106,46.32,83.65,80-85%,Orange ,4226,13.75,74.14,12.12,72.46,7.81,0.09,0,19.19,0.45
6059089107,29.91,58.48,55-60%,Orange ,5664,9.27,78.87,11.86,48.36,12.04,0,0,39.11,0.49
6059099202,30.50,59.66,55-60%,Orange ,8826,15.08,73.96,10.96,53.44,8.7,0.48,0,34.78,2.59
6059099203,25.21,49.19,45-50%,Orange ,6215,10.78,73.79,15.43,25.47,12.79,0.23,0,59.74,1.77
6059099204,28.46,55.84,55-60%,Orange ,4582,4.74,76.15,19.12,13.33,13.73,2.25,0,67.37,3.32
6059099212,24.56,47.89,45-50%,Orange ,5524,10.57,75.45,13.98,33.36,41.06,1.96,0.81,15.45,7.35
6059099214,16.71,29.65,25-30%,Orange ,3825,8.5,67.61,23.9,12.6,69.62,0.34,0,14.54,2.9
6059099215,17.21,30.80,30-35%,Orange ,5074,10.88,75.94,13.18,25.5,52.5,0.85,0.97,14.06,6.13
6059099216,13.99,23.03,20-25%,Orange ,4658,11.74,72.65,15.61,19.54,59.73,0.71,0,16.85,3.18
6059099217,11.05,15.57,15-20%,Orange ,2454,10.39,70.09,19.52,8.8,76.69,1.79,0,9.9,2.81
6059099220,16.11,28.19,25-30%,Orange ,5770,8.42,76.1,15.48,9.83,71.94,3.59,0.76,9.41,4.47
6059099222,26.67,52.40,50-55%,Orange ,5346,14.91,66.69,18.41,16.65,17.71,0.41,0.21,62.5,2.53
6059099223,29.00,56.92,55-60%,Orange ,5095,6.59,74.6,18.8,14.41,21.77,0,1.35,60.83,1.65
6059099224,23.76,46.10,45-50%,Orange ,3448,8.27,73,18.74,9.31,45.82,0.32,0,41.65,2.9
6059099225,14.92,25.35,25-30%,Orange ,3554,9,73.04,17.95,8.72,45.64,0.39,0,41.59,3.66
6059099226,27.66,54.25,50-55%,Orange ,3772,7.26,70.73,22,10.52,27.2,0,0.24,62.04,0
6059099227,27.80,54.51,50-55%,Orange ,5806,14.92,71.15,13.93,30.4,25.73,0.5,0.64,40.56,2.17
6059099229,30.37,59.38,55-60%,Orange ,6176,12.55,63.83,23.62,17.76,48.82,0.5,0,27.64,5.28
6059099230,22.33,42.86,40-45%,Orange ,4717,12,72.25,15.75,15.58,56.22,0.28,0,23.49,4.43
6059099231,8.53,9.67,5-10%,Orange ,5431,10.77,66.93,22.3,14.66,56.79,0.96,0,24.19,3.41
6059099232,20.63,39.15,35-40%,Orange ,5557,7.68,70.74,21.58,10.46,54.78,0.36,0,28.43,5.97
6059099233,16.95,30.36,30-35%,Orange ,3074,6.15,65.19,28.66,9.11,52.37,0.98,0,36.24,1.3
6059099234,24.08,46.89,45-50%,Orange ,3499,5.32,67.68,27.01,7.12,51.1,0,0,39.3,2.49
6059099235,13.98,22.96,20-25%,Orange ,5123,9.37,71.62,19.01,24.79,59.59,1.93,0.43,9.92,3.34
6059099237,12.02,18.03,15-20%,Orange ,3198,9.76,68.32,21.92,9.26,73.58,1.03,0,11.69,4.44
6059099238,7.95,8.38,5-10%,Orange ,3974,7.62,69.58,22.8,11.42,72.07,0.53,0.33,13.19,2.47
6059099239,13.38,21.39,20-25%,Orange ,3824,7.09,70.84,22.07,6.88,73.93,0.18,0,16.19,2.82
6059099240,9.72,12.27,10-15%,Orange ,5275,7.05,74.18,18.77,17.04,67.01,1.78,0,10.24,3.92
6059099241,23.75,46.07,45-50%,Orange ,4202,8.61,77.06,14.33,25.75,41.77,2.97,0.19,23.68,5.64
6059099242,25.92,50.81,50-55%,Orange ,3647,9.4,77.63,12.97,27.97,46.97,2.33,0.77,17.79,4.17
6059099243,14.07,23.23,20-25%,Orange ,4034,9.89,71.42,18.69,8.06,71.32,2.83,0,10.11,7.68
6059099244,11.54,16.68,15-20%,Orange ,3528,9.67,44.67,45.66,9.3,81.72,0,0,7.26,1.73
6059099245,13.82,22.52,20-25%,Orange ,2948,10.04,69.37,20.59,13.53,70.56,0.34,0,12.89,2.68
6059099246,15.21,26.03,25-30%,Orange ,3476,10.5,64.76,24.74,10.3,61.08,0.06,0.69,21.78,6.1
6059099247,27.93,54.82,50-55%,Orange ,3330,11.5,74.02,14.47,42.49,7.33,0.84,0,47.99,1.35
6059099248,27.68,54.29,50-55%,Orange ,5636,12.62,73.58,13.8,69.36,5.07,0,0.25,25.12,0.2
6059099249,35.90,68.99,65-70%,Orange ,4356,18.43,78.44,3.12,85.15,0.64,0.87,0,12.95,0.39
6059099250,30.36,59.35,55-60%,Orange ,3046,8.83,72,19.17,31.39,32.4,2.13,0,32.37,1.71
6059099251,25.48,49.81,45-50%,Orange ,5767,14.01,74.77,11.22,23.1,39.07,0.03,0.31,30.5,6.99
6059099305,19.95,37.43,35-40%,Orange ,7490,9.61,78.57,11.82,26.74,58.24,0.59,0,7.22,7.21
6059099306,15.61,26.90,25-30%,Orange ,5909,11.12,79.56,9.32,13.17,74.31,1.52,0,7.62,3.38
6059099307,14.04,23.16,20-25%,Orange ,2557,6.22,73.88,19.91,10.48,74.5,0,0,13.18,1.84
6059099308,9.33,11.25,10-15%,Orange ,5996,10.61,67.06,22.33,13.79,62.36,0.43,0,21.05,2.37
6059099309,13.69,22.18,20-25%,Orange ,5072,7.57,67.53,24.9,17.45,70.45,1.62,0.35,7.1,3.04
6059099310,10.67,14.61,10-15%,Orange ,4057,5.94,80.63,13.43,8.65,78.75,0,0,10.3,2.29
6059099311,9.17,11.02,10-15%,Orange ,3425,8.47,77.11,14.42,15.01,79.09,0.32,0.67,1.4,3.5
6059099402,38.92,73.34,70-75%,Orange ,8190,19.52,72.16,8.32,66.14,20.35,0.42,3.99,7.7,1.39
6059099404,15.35,26.31,25-30%,Orange ,4420,7.92,71.92,20.16,13.44,68.82,3.01,0.61,8.13,6
6059099405,18.18,33.14,30-35%,Orange ,4335,14.6,72.55,12.85,20.72,58.15,3.74,0,12.94,4.45
6059099406,20.74,39.35,35-40%,Orange ,4779,10.44,73.15,16.41,11.86,65.62,3.72,0.61,12.64,5.55
6059099407,12.74,19.74,15-20%,Orange ,2380,6.09,72.18,21.72,19.03,63.99,0.55,0,12.14,4.29
6059099408,19.01,35.21,35-40%,Orange ,4594,10.12,73.47,16.41,13.91,66.67,1.94,0,12.71,4.77
6059099410,33.71,65.33,65-70%,Orange ,4903,8.34,80.71,10.95,41,39.1,1.84,0,15.01,3.06
6059099411,32.98,64.04,60-65%,Orange ,5851,8.1,84.58,7.31,45.98,39.98,2.44,0.19,7.89,3.52
6059099412,20.54,38.88,35-40%,Orange ,4875,12.68,68.23,19.1,21.72,62.38,1.11,0.21,12.06,2.52
6059099413,29.52,57.89,55-60%,Orange ,8633,11.79,67.18,21.02,18.42,58.93,0.41,0.27,19.19,2.79
6059099415,9.25,11.11,10-15%,Orange ,5338,9.37,66.75,23.89,10.25,73.74,0.56,0.92,11.92,2.62
6059099416,13.53,21.79,20-25%,Orange ,5536,10.08,79.34,10.59,20.63,63.37,1.19,0,8.76,6.05
6059099417,17.20,30.76,30-35%,Orange ,4845,11.46,73.75,14.8,13.54,65.84,1.44,0.5,14.4,4.27
6059099502,25.67,50.28,50-55%,Orange ,621,31.24,66.18,2.58,43.32,29.79,17.39,0,2.09,7.41
6059099504,14.07,23.22,20-25%,Orange ,2679,9.44,65.99,24.56,8.21,76.6,0,0.41,7.99,6.79
6059099506,6.85,6.51,5-10%,Orange ,919,5.88,73.34,20.78,7.51,84.77,0.65,1.41,4.46,1.2
6059099508,22.08,42.31,40-45%,Orange ,5116,12.43,70.02,17.55,20.35,57.8,1.17,0.27,13.68,6.72
6059099509,20.73,39.33,35-40%,Orange ,3352,0,18.29,81.71,7.34,70.35,1.82,1.4,19.09,0
6059099510,20.03,37.63,35-40%,Orange ,4449,0,19.15,80.85,6.72,71.99,2.09,0,17.38,1.82
6059099511,10.53,14.23,10-15%,Orange ,3023,6.98,75.95,17.07,15.48,79.69,0.96,0,1.69,2.18
6059099512,13.34,21.36,20-25%,Orange ,2959,4.09,76.92,18.99,13.42,77.56,0.74,0,3.21,5.07
6059099513,15.94,27.67,25-30%,Orange ,2106,6.6,63.2,30.2,17.43,70.42,1.28,0,8.17,2.71
6059099514,9.76,12.36,10-15%,Orange ,4897,2.23,65.57,32.2,9.78,64.92,0,0,20.34,4.96
6059099601,51.94,89.96,85-90%,Orange ,7230,15.23,72.53,12.24,36.57,18.28,0.65,0.29,43.32,0.89
6059099602,22.62,43.53,40-45%,Orange ,3275,10.02,77.44,12.55,23.05,53.4,1.74,0,17.87,3.94
6059099603,23.71,45.95,45-50%,Orange ,7113,10.88,69.38,19.74,19.04,55.69,0.07,0,18.07,7.14
6059099604,12.20,18.44,15-20%,Orange ,3874,13.42,69.82,16.75,19.08,59.89,1.32,0.15,14.66,4.9
6059099605,22.08,42.35,40-45%,Orange ,4951,9.39,76.23,14.38,17.19,59.58,1.96,0,15.05,6.22
6059099701,34.97,67.49,65-70%,Orange ,6441,8.03,75.31,16.66,23.61,12.7,0,0,61.27,2.42
6059099702,40.11,75.11,75-80%,Orange ,7897,10.75,72.2,17.04,19.97,23.52,0.98,0,54.5,1.04
6059099703,29.13,57.11,55-60%,Orange ,6157,8.3,73.41,18.29,14.8,35.94,1.1,0,43.59,4.56
6059099801,40.16,75.25,75-80%,Orange ,5742,8.88,75.48,15.64,35.14,15.55,1.22,0.77,46.9,0.42
6059099802,50.74,88.60,85-90%,Orange ,5472,7.93,71.64,20.43,42.82,12.79,1.21,0,41.94,1.24
6059099803,37.48,71.36,70-75%,Orange ,5697,9.81,71.9,18.29,17.8,16.04,0.14,0.98,63.86,1.18
6059099902,30.46,59.56,55-60%,Orange ,4299,11,76.86,12.14,30.01,40.27,1.58,0,24.75,3.4
6059099903,35.76,68.78,65-70%,Orange ,5764,13.24,74.91,11.85,40.96,21.15,1.08,0,34.56,2.26
6059099904,45.08,82.11,80-85%,Orange ,6116,14.58,72.55,12.87,34.88,17.38,1.1,0,42.12,4.53
6059099905,26.63,52.28,50-55%,Orange ,4265,12.8,77.49,9.71,43.94,27.53,1.03,0,23.12,4.38
6059099906,22.09,42.36,40-45%,Orange ,5270,14.21,66.96,18.82,20.99,50.8,6.76,0,19.15,2.31
6059110001,22.84,44.04,40-45%,Orange ,4691,12.24,72.61,15.16,17.54,59.24,4.5,0,10.53,8.19
6059110003,23.89,46.48,45-50%,Orange ,3141,18.72,63.55,17.73,13.88,66.06,1.11,0.48,17.64,0.83
6059110004,14.23,23.61,20-25%,Orange ,4953,11.77,69.25,18.98,16.37,63.05,0.46,0,16.74,3.37
6059110005,16.13,28.24,25-30%,Orange ,2981,9.33,68.2,22.48,18.45,58.91,0,0,18.79,3.86
6059110006,19.72,36.80,35-40%,Orange ,3248,13.02,68.57,18.41,15.12,63.64,0,0,15.12,6.13
6059110007,25.65,50.25,50-55%,Orange ,5148,12.94,66.39,20.67,13.95,70.49,2.27,0,10.72,2.56
6059110008,16.51,29.11,25-30%,Orange ,4486,9.63,72.56,17.81,14.38,65.38,2.1,0.98,11.35,5.82
6059110010,17.35,31.20,30-35%,Orange ,4801,11.41,70.69,17.89,17.41,47.18,0.35,0.37,32.22,2.46
6059110011,25.54,49.97,45-50%,Orange ,2799,14.43,62.95,22.62,19.22,42.05,2.04,0.14,31.47,5.07
6059110012,15.36,26.34,25-30%,Orange ,5131,12.61,63.48,23.91,15.92,64.31,1.54,0,15.47,2.75
6059110014,27.69,54.31,50-55%,Orange ,5274,13.5,75.92,10.58,33.83,36.95,8.04,0.09,15.87,5.21
6059110015,16.40,28.82,25-30%,Orange ,3354,8.56,70.72,20.72,18.55,67.17,1.49,0,8.02,4.77
6059110102,15.96,27.70,25-30%,Orange ,5785,8.57,74.87,16.56,16.61,27.69,3.63,0.19,47.78,4.1
6059110104,19.83,37.04,35-40%,Orange ,5631,9.96,73.43,16.6,17.26,37.19,2.75,0.3,37.15,5.35
6059110106,22.74,43.89,40-45%,Orange ,3670,12.4,74.47,13.13,18.15,43.51,2.21,0,28.94,7.19
6059110108,23.66,45.76,45-50%,Orange ,2677,8.33,73.25,18.42,24.58,42.66,7.28,0,18.45,7.02
6059110109,17.53,31.63,30-35%,Orange ,5410,7.12,78.08,14.81,17.25,31.89,9.76,0,37.36,3.75
6059110110,28.10,55.19,55-60%,Orange ,5809,11.93,75.83,12.24,33.88,28.28,2.24,0,31.49,4.11
6059110111,27.21,53.47,50-55%,Orange ,6189,10.65,75.8,13.56,22.38,29.04,6.29,0,39.44,2.86
6059110113,22.91,44.25,40-45%,Orange ,2110,6.11,73.22,20.66,21.94,49.38,1.94,1.04,20.09,5.59
6059110114,18.95,35.00,30-35%,Orange ,4827,10.69,74.48,14.83,23.35,49.99,0.75,0.39,20.86,4.66
6059110115,20.62,39.12,35-40%,Orange ,3993,7.71,74.53,17.76,25.67,20.16,6.06,0.3,47.26,0.55
6059110116,22.50,43.24,40-45%,Orange ,4698,9.75,71.5,18.75,16.35,22.24,5.51,0,50.42,5.47
6059110117,20.81,39.59,35-40%,Orange ,6393,12.12,72.92,14.95,19.4,35.07,2.91,0,39.21,3.41
6059110118,15.97,27.75,25-30%,Orange ,2355,8.62,76.9,14.48,6.75,25.14,5.52,0,61.91,0.68
6059110201,35.38,68.12,65-70%,Orange ,8236,11.16,69.74,19.1,31.23,23.93,4.06,0,37.25,3.53
6059110202,27.03,53.11,50-55%,Orange ,8018,14.79,69.49,15.71,39.22,26.15,3.08,1.17,26.74,3.63
6059110203,19.65,36.65,35-40%,Orange ,5512,12.63,74.29,13.08,26.02,48.31,1.6,0,19.32,4.75
6059110301,28.02,55.01,55-60%,Orange ,6980,7.12,78.31,14.57,24.79,30.43,3.78,0,34.72,6.29
